DATAFLOW,LAST UPDATE,freq,leg_form,farmtype,so_eur,crops,uaarea,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Austria,2010,30220,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Austria,2013,27670,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Austria,2016,26310,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Austria,2020,15210,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Belgium,2010,4450,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Belgium,2013,3460,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Belgium,2016,3220,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Belgium,2020,2990,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Bulgaria,2010,30390,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Bulgaria,2013,27810,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Bulgaria,2016,20090,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Bulgaria,2020,22280,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Cyprus,2010,5620,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Cyprus,2013,5260,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Cyprus,2016,4850,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Cyprus,2020,5410,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Czechia,2010,1260,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Czechia,2013,1880,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Czechia,2016,1890,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Czechia,2020,2720,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Germany,2010,11690,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Germany,2013,9720,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Germany,2016,9140,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Germany,2020,7990,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Denmark,2010,950,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Denmark,2013,870,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Denmark,2016,340,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Denmark,2020,4430,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Estonia,2010,4250,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Estonia,2013,4140,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Estonia,2016,3240,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Estonia,2020,720,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Greece,2010,183820,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Greece,2013,179470,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Greece,2016,176610,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Greece,2020,140230,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Spain,2010,232800,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Spain,2013,232440,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Spain,2016,230230,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Spain,2020,200830,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Finland,2010,3910,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Finland,2013,1900,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Finland,2016,870,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Finland,2020,560,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,France,2010,62690,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,France,2013,56280,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,France,2016,54410,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,France,2020,34500,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Croatia,2010,57450,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Croatia,2013,48220,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Croatia,2016,40840,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Croatia,2020,42770,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Hungary,2010,46060,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Hungary,2013,42550,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Hungary,2016,42110,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Hungary,2020,41470,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Ireland,2010,7490,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Ireland,2013,7390,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Ireland,2016,7640,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Ireland,2020,6090,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Italy,2010,357670,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Italy,2013,313930,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Italy,2016,318400,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Italy,2020,275500,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Lithuania,2010,84830,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Lithuania,2013,67100,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Lithuania,2016,52680,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Lithuania,2020,40560,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Luxembourg,2010,160,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Luxembourg,2013,140,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Luxembourg,2016,140,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Luxembourg,2020,120,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Latvia,2010,18390,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Latvia,2013,16150,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Latvia,2016,11950,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Latvia,2020,16880,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Malta,2010,1120,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Malta,2013,1110,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Malta,2016,1190,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Malta,2020,1070,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Netherlands,2010,11000,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Netherlands,2013,9860,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Netherlands,2016,5570,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Netherlands,2020,5350,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Poland,2010,468200,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Poland,2013,444220,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Poland,2016,461600,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Poland,2020,434210,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Portugal,2010,77060,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Portugal,2013,68450,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Portugal,2016,66600,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Portugal,2020,72760,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Romania,2010,727390,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Romania,2013,691260,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Romania,2016,659970,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Romania,2020,519440,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Sweden,2010,7610,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Sweden,2013,6410,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Sweden,2016,5350,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Sweden,2020,5050,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Slovenia,2010,24920,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Slovenia,2013,24810,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Slovenia,2016,24050,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Slovenia,2020,22910,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Slovakia,2010,6290,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Slovakia,2013,6450,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Slovakia,2016,6880,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 2 to 4.9 ha,Holding,Slovakia,2020,3490,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Austria,2010,418800,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Austria,2013,407630,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Austria,2016,363300,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Austria,2020,373240,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Belgium,2010,125130,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Belgium,2013,122020,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Belgium,2016,115930,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Belgium,2020,111260,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Bulgaria,2010,70040,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Bulgaria,2013,75980,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Bulgaria,2016,94340,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Bulgaria,2020,141180,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Cyprus,2010,8860,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Cyprus,2013,7440,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Cyprus,2016,7680,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Cyprus,2020,9490,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Czechia,2010,49780,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Czechia,2013,56680,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Czechia,2016,57530,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Czechia,2020,56410,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Germany,2010,769910,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Germany,2013,718320,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Germany,2016,660370,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Germany,2020,621350,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Denmark,2010,105960,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Denmark,2013,97610,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Denmark,2016,86590,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Denmark,2020,73440,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Estonia,2010,35970,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Estonia,2013,34510,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Estonia,2016,28090,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Estonia,2020,24420,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Greece,2010,352260,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Greece,2013,357080,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Greece,2016,317660,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Greece,2020,323680,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Spain,2010,1289320,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Spain,2013,1256020,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Spain,2016,1225250,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Spain,2020,1236970,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Finland,2010,259520,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Finland,2013,202050,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Finland,2016,174320,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Finland,2020,152040,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,France,2010,818870,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,France,2013,777240,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,France,2016,674610,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,France,2020,597620,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Croatia,2010,105000,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Croatia,2013,92310,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 20 to 29.9 ha,Hectare,Croatia,2016,76290,,
