DATAFLOW,LAST UPDATE,freq,unit,deg_urb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2008,86.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2009,83.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2010,82.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2011,83.4,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2012,83.5,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2013,81.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2014,82.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2015,83.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2016,84.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2017,84.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2018,86.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2019,87.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2020,87.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2021,87.4,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2022,89.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 25 to 64 years,Males,Slovakia,2023,88.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,1995,2.5,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,1996,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,1997,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,1998,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,1999,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2000,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2001,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2002,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2003,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2004,,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2005,,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2006,3.3,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2007,3.5,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2008,4.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2009,4.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2010,5.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2011,4.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2012,4.6,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2013,6.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2014,5.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2015,6.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2016,5.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2017,5.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2018,5.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2019,4.3,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2020,5.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2021,5.3,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2022,6.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Austria,2023,7.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,1995,1.3,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,1996,1.2,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,1997,0.7,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,1998,0.7,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,1999,,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2000,1.8,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2001,,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2002,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2003,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2004,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2005,1.2,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2006,1.2,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2007,1.2,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2008,1.3,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2009,1.5,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2010,1.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2011,1.8,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2012,3.6,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2013,2.6,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2014,2.4,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2015,3.1,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2016,1.8,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2017,2.3,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2018,2.1,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2019,2.5,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2020,2.8,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2021,3.0,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2022,3.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Belgium,2023,3.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2006,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2007,3.2,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2008,3.9,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2009,4.2,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2010,4.0,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2011,3.7,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2012,4.5,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2013,4.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2014,5.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2015,6.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2016,6.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2017,8.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2018,8.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2019,9.8,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2020,10.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2021,8.8,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2022,9.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Bulgaria,2023,10.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,1999,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2000,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2001,5.0,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2002,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2003,3.9,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2004,4.9,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2005,5.2,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2006,5.3,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2007,4.0,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2008,5.2,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2009,6.7,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2010,6.5,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2011,6.7,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2012,7.3,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2013,5.6,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2014,5.1,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2015,6.0,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2016,5.8,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2017,4.8,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2018,6.3,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2019,7.0,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2020,7.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2021,6.0,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2022,7.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Cyprus,2023,11.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2002,6.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2003,6.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2004,5.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2005,4.8,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2006,6.0,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2007,7.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2008,7.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2009,8.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2010,7.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2011,7.2,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2012,8.2,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2013,9.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2014,7.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2015,9.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2016,10.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2017,10.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2018,11.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2019,13.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2020,11.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2021,12.1,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2022,12.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Czechia,2023,15.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,1995,1.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,1996,2.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,1997,2.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,1998,2.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,1999,2.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2000,1.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2001,2.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2002,2.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2003,2.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2004,2.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2005,3.1,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2006,3.3,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2007,3.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2008,3.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2009,3.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2010,4.3,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2011,5.0,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2012,5.3,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2013,6.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2014,7.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2015,7.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2016,8.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2017,8.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2018,9.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2019,10.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2020,10.1,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2021,10.0,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2022,11.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Germany,2023,12.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,1995,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,1996,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,1997,5.6,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,1998,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,1999,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,2000,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,2001,6.7,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,2002,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,2003,,u,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,2004,,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,2005,5.4,bu,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,2006,6.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,2007,6.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,2008,7.2,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,2009,8.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,2010,8.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,2011,10.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,2012,9.2,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 65 to 74 years,Females,Denmark,2013,8.4,,
