DATAFLOW,LAST UPDATE,freq,unit,crops,agprdmet,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Denmark,2014,6.25,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Denmark,2015,6.33,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Denmark,2016,7.81,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Denmark,2017,8.60,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Denmark,2018,9.75,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Denmark,2019,11.09,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Denmark,2020,11.45,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Denmark,2021,11.58,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Denmark,2022,11.43,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2004,7.2,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2005,7.2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2006,9.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2007,8.7,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2008,9.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2009,11,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2010,12.8,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2011,14.1,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2012,14.86,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2013,15.65,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2014,15.96,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2015,15.68,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2016,18.02,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2017,20.01,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2018,20.98,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2019,22.33,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2020,22.41,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2021,22.97,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2022,23.42,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2000,0.7,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2001,0.7,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2002,2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2003,6.4,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2004,6.5,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2005,7.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2006,7.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2007,7,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2008,7.8,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2009,8.5,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2010,8.4,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2011,5.2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2012,9.01,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2013,7.36,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2014,6.71,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2015,7.69,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2016,6.51,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2017,7.96,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2018,9.32,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2019,10.26,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2020,10.15,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2022,17.22,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2000,1.5,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2001,1.9,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2002,2.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2003,2.9,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2004,2.9,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2005,3.1,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2006,3.7,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2007,4,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2008,5.3,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2009,6.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2010,6.7,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2011,7.5,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2012,7.49,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2013,6.85,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2014,7.26,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2015,8.24,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2016,8.48,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2017,8.73,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2018,9.28,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2019,9.66,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2020,9.98,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2021,10.79,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2022,10.83,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2000,6.7,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2001,6.7,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2002,7.6,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2003,7.1,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2004,7.2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2005,6.5,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2006,6.3,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2007,6.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2008,6.5,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2009,7.2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2010,7.4,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2011,8.2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2012,8.65,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2013,9.07,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2014,9.29,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2015,9.91,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2016,10.47,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2017,11.41,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2018,13.09,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2019,13.48,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2020,13.93,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2021,14.45,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Finland,2022,14.98,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2000,1.2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2001,1.4,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2002,1.7,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2003,1.9,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2004,1.8,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2005,1.9,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2006,1.7,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2007,1.9,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2008,2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2009,1.9,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2010,2.9,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2011,3.4,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2012,3.55,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2013,3.66,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2014,3.87,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2015,4.54,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2016,5.28,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2017,5.99,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2018,7.01,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2019,7.72,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2020,8.77,be,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2021,9.67,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2022,9.87,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2012,2.40,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2013,3.13,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2014,4.03,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2015,4.94,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2016,6.05,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2017,6.46,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2018,6.94,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2019,7.19,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2020,7.21,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2021,8.26,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2022,8.94,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2002,1.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2003,2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2004,2.3,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2005,2.2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2006,2.1,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2007,1.8,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2008,2.1,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2009,2.4,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2010,2.4,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2011,2.3,,
