DATAFLOW,LAST UPDATE,freq,indic_em,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Finland,2022,1235,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Finland,2023,1246,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2003,11837,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2004,11931,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2005,12076,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2006,12218,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2007,12500,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2008,12695,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2009,12640,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2010,12653,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2011,12654,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2012,12710,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2013,12760,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2014,12853,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2015,12901,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2016,12941,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2017,12995,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2018,13131,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2019,13234,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2020,13179,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2021,13363,d,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2022,13645,d,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,France,2023,13753,d,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Croatia,2009,772,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Croatia,2010,749,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Croatia,2011,711,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Croatia,2012,691,b,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Croatia,2013,686,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Croatia,2014,698,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Croatia,2015,710,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Croatia,2016,709,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Croatia,2017,716,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Croatia,2018,723,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Croatia,2019,726,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Croatia,2020,713,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Croatia,2021,726,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Croatia,2022,737,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Croatia,2023,748,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Hungary,2009,1857,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Hungary,2010,1866,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Hungary,2011,1866,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Hungary,2012,1895,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Hungary,2013,1911,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Hungary,2014,1989,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Hungary,2015,2035,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Hungary,2016,2102,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Hungary,2017,2111,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Hungary,2018,2117,b,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Hungary,2019,2109,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Hungary,2020,2075,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Hungary,2021,2094,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Hungary,2022,2131,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Hungary,2023,2140,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Ireland,2009,911,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Ireland,2010,879,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Ireland,2011,864,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Ireland,2012,863,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Ireland,2013,877,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Ireland,2014,894,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Ireland,2015,921,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Ireland,2016,958,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Ireland,2017,986,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Ireland,2018,1010,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Ireland,2019,1039,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Ireland,2020,1000,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Ireland,2021,1099,b,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Ireland,2022,1176,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Ireland,2023,1228,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Italy,2009,9032,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Italy,2010,9016,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Italy,2011,9117,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Italy,2012,9204,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Italy,2013,9079,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Italy,2014,9125,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Italy,2015,9151,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Italy,2016,9290,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Italy,2017,9415,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Italy,2018,9490,b,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Italy,2019,9564,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Italy,2020,9180,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Italy,2021,9290,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Italy,2022,9528,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Italy,2023,9740,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Lithuania,2009,674,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Lithuania,2010,646,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Lithuania,2011,636,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Lithuania,2012,642,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Lithuania,2013,644,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Lithuania,2014,656,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Lithuania,2015,663,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Lithuania,2016,674,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Lithuania,2017,670,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Lithuania,2018,669,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Lithuania,2019,669,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Lithuania,2020,648,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Lithuania,2021,650,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Lithuania,2022,691,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Lithuania,2023,683,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Luxembourg,2009,93,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Luxembourg,2010,95,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Luxembourg,2011,97,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Luxembourg,2012,103,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Luxembourg,2013,105,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Luxembourg,2014,109,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Luxembourg,2015,115,b,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Luxembourg,2016,117,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Luxembourg,2017,125,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Luxembourg,2018,129,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Luxembourg,2019,132,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Luxembourg,2020,135,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Luxembourg,2021,141,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Luxembourg,2022,145,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Luxembourg,2023,148,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Latvia,2009,455,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Latvia,2010,434,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Latvia,2011,433,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Latvia,2012,433,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Latvia,2013,437,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Latvia,2014,431,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Latvia,2015,436,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Latvia,2016,436,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Latvia,2017,433,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Latvia,2018,438,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Latvia,2019,436,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Latvia,2020,426,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Latvia,2021,408,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Latvia,2022,423,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Latvia,2023,418,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Malta,2009,53,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Malta,2010,56,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Malta,2011,58,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Malta,2012,64,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Malta,2013,69,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Malta,2014,74,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Malta,2015,76,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Malta,2016,81,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Malta,2017,87,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Malta,2018,95,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Malta,2019,99,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Malta,2020,103,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Malta,2021,107,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Malta,2022,116,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Malta,2023,122,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Netherlands,2009,3850,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Netherlands,2010,3846,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Netherlands,2011,3875,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Netherlands,2012,3899,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Netherlands,2013,3879,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Netherlands,2014,3824,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Netherlands,2015,3879,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Netherlands,2016,3940,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Netherlands,2017,4027,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Netherlands,2018,4120,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Netherlands,2019,4204,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Netherlands,2020,4207,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Netherlands,2021,4271,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Netherlands,2022,4393,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Netherlands,2023,4476,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Poland,2009,6808,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Poland,2010,6614,b,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Poland,2011,6638,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Poland,2012,6686,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Poland,2013,6673,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Poland,2014,6838,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 15 to 64 years,Thousand persons,Poland,2015,6998,,
