DATAFLOW,LAST UPDATE,freq,indic_de,terrtypo,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Poland,2021,14756697,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Poland,2022,14711060,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Poland,2023,14441776,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2000,2224251,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2001,2249206,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2002,2267964,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2003,2283086,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2004,2293656,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2005,2302288,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2006,2310440,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2007,2318838,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2008,2326927,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2009,2331688,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2010,2336439,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2011,2338207,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2012,2332256,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2013,2324230,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2014,2314720,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2015,2305112,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2016,2300632,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2017,2291693,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2018,2283149,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2019,2277638,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2020,2277295,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2021,2274992,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2022,2314038,bp,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Portugal,2023,2339020,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2000,7703087,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2001,7697432,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2002,7427841,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2003,7411989,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2004,7400969,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2005,7388637,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2006,7361224,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2007,7357114,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2008,7358678,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2009,7355009,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2010,7348835,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2011,7334526,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2012,6907055,b,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2013,6898380,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2014,6887000,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2015,6874105,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2016,6846821,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2017,6817696,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2018,6794512,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2019,6770777,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2020,6751155,e,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2021,6714024,e,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2022,6534229,e,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Romania,2023,6552893,e,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2000,4686982,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2001,4687773,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2002,4695102,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2003,4708522,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2004,4725772,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2005,4742689,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2006,4756694,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2007,4783430,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2008,4811815,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2009,4841565,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2010,4874900,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2011,4902447,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2012,4922862,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2013,4949008,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2014,4984737,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2015,5029650,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2016,5076053,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2017,5146174,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2018,5205696,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2019,5254971,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2020,5299250,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2021,5325634,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2022,5360371,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Sweden,2023,5388674,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2003,781227,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2004,783524,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2005,785552,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2006,790220,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2007,795393,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2008,802598,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2009,817993,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2010,828222,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2011,832537,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2012,837064,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2013,842621,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2014,848002,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2015,851141,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2016,853931,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2017,856989,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2018,859903,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2019,868857,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2020,877808,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2021,885406,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2022,885080,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovenia,2023,890651,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2002,2776313,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2003,2773690,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2004,2771297,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2005,2770435,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2006,2769009,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2007,2767333,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2008,2766438,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2009,2766221,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2010,2766494,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2011,2763897,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2012,2766342,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2013,2765705,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2014,2764232,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2015,2762169,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2016,2759546,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2017,2758476,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2018,2756296,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2019,2754336,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2020,2751844,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2021,2747303,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2022,2717059,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Intermediate regions,Slovakia,2023,2708982,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2001,3467451,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2002,3472888,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2003,3473717,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2004,3478643,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2005,3488667,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2006,3496319,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2007,3497248,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2008,3497236,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2009,3499090,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2010,3494836,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2011,3492399,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2012,3493695,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2013,3493565,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2014,3498156,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2015,3510973,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2016,3537798,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2017,3552464,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2018,3558644,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2019,3566219,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2020,3574669,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2021,3581765,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2022,3597355,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Austria,2023,3629685,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2004,884701,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2005,890622,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2006,896916,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2007,904399,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2008,912470,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2009,919696,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2010,926712,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2011,939766,b,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2012,946115,b,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2013,951186,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2014,953095,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2015,957865,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2016,965597,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2017,968430,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2018,969766,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2019,973712,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2021,968435,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2022,975357,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Belgium,2023,982794,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2000,1210011,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2001,1197982,b,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2002,1121494,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2003,1103954,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2004,1087456,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2005,1072169,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2006,1056905,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2007,1042628,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2008,1028358,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2009,1015064,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2010,1002771,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2011,989593,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2012,979460,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2013,969057,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2014,957518,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2015,947597,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2016,936935,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2017,924367,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2018,913635,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2019,905297,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2020,900963,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2021,909045,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2022,893513,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Bulgaria,2023,829148,,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2000,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2001,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2002,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2003,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2004,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2005,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2006,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2007,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2008,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2009,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2010,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2011,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2012,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2013,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2014,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2015,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2016,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2017,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2018,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2019,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2020,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2021,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2022,,m,
ESTAT:URT_GIND3(1.0),17/04/24 23:00:00,Annual,Population on 1 January - total,Predominantly rural regions,Cyprus,2023,,m,
