DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,1987,71906.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,1988,73815.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,1989,76374.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,1990,80186.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,1991,83503.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,1992,87696.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,1993,91786.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,1994,99134.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,1995,105484.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,1996,109777.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,1997,112558.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,1998,117465.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,1999,122108.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2000,126287.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2001,130953.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2002,136573.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2003,140059.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2004,147557.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2005,154653.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2006,162214.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2007,168501.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2008,175954.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2009,177371.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2010,183507.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2011,185726.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2012,190658.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2013,193138.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2014,194965.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2015,198587.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2016,204033.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2017,210660.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2018,217680.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2019,222474.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2020,223467.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2021,242221.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2022,251377.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Denmark,2023,259822.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,1995,2404.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,1996,3037.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,1997,3569.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,1998,3956.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,1999,4223.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2000,4564.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2001,5124.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2002,5760.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2003,6396.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2004,7119.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2005,8080.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2006,9496.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2007,11203.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2008,11924.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2009,10440.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2010,10612.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2011,11508.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2012,12530.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2013,13506.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2014,14222.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2015,15022.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2016,15923.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2017,17042.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2018,18463.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2019,19918.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2020,19899.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2021,22064.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2022,26053.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Estonia,2023,28314.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,1995,89423.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,1996,97032.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,1997,104798.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,1998,107016.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,1999,115890.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2000,117121.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2001,125904.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2002,136036.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2003,146256.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2004,157598.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2005,167899.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2006,178435.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2007,193419.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2008,206959.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2009,210889.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2010,199552.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2011,186396.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2012,171402.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2013,160636.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2014,157173.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2015,155881.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2016,154963.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2017,158639.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2018,160789.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2019,165496.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2020,157239.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2021,166133.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2022,186352.4,p,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Greece,2023,198192.5,p,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,1995,369179.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,1996,394328.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,1997,401729.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,1998,422952.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,1999,454586.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2000,493910.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2001,531170.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2002,564317.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2003,599412.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2004,648486.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2005,699933.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2006,755065.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2007,811623.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2008,848268.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2009,831717.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2010,847055.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2011,844494.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2012,822142.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2013,807655.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2014,818821.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2015,843721.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2016,864387.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2017,898590.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2018,928041.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2019,954152.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2020,879177.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2021,953000.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2022,1050308.0,p,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2023,1124771.0,p,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Spain,2024,1200452.0,p,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1980,26922.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1981,33121.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1982,38505.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1983,40948.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1984,47585.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1985,52942.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1986,53957.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1987,57592.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1988,64964.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1989,75338.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1990,79008.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1991,79627.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1992,67953.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1993,58725.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1994,65321.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1995,74774.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1996,76753.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1997,79993.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1998,83404.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,1999,87698.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2000,92140.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2001,97577.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2002,102232.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2003,107328.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2004,112009.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2005,116987.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2006,122961.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2007,129707.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2008,137696.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2009,138503.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2010,142814.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2011,150728.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2012,156284.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2013,160047.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2014,162670.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2015,165542.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2016,167743.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2017,169517.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2018,174323.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2019,178482.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2020,176491.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2021,186965.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2022,198823.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Finland,2023,211544.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1978,291354.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1979,328427.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1980,375688.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1981,424210.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1982,461999.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1983,486414.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1984,522018.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1985,570058.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1986,607192.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1987,630344.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1988,659034.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1989,703179.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1990,754639.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1991,779668.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1992,829971.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1993,884239.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1994,914308.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1995,950129.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1996,990730.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1997,993380.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1998,1027273.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,1999,1067646.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2000,1125945.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2001,1170770.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2002,1214855.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2003,1260120.6,,
